Key,japanese
masterDemolitionistSkillMagazineDesc,爆発物に関する雑誌には、さまざまな種類の爆発物を人々が独自に改良する方法に関する短い記事が掲載されています。\n\n十分な数の記事を集めると、新しい種類の爆発物や武器を作成できるようになります。
masterRoboticsSkillMagazine,[DECEA3]雑誌:[-]「ロボティクスマスター」
masterRoboticsSkillMagazineDesc,ロボット工学雑誌には、さまざまな種類の砲塔を独自に改良する方法に関する短い記事が掲載されています。\n\n十分な数の記事を集めると、砲塔を改良し、改造を施すことができるようになります。
MasterBuildingMagazine,[DECEA3]雑誌:[-]「ビルディングマスター」
MasterBuildingMagazineDesc,プロ仕様の建築ツールの作り方を学びましょう。また、複雑な装飾要素の作成方法も学びます。\n\n十分な数のアイテムを集めることで、建物に独自のデザインを加えることができるようになります。
MasterTrapsMagazine,[DECEA3]雑誌:[-]「トラップマスター」
MasterTrapsMagazineDesc,プロのハンターは、自分で複雑な罠を作る方法についてメモを残していることがあります。\n\n十分な数のアイテムを集めれば、どんな大群も食い止めることができる複雑な罠を作ることができるようになります。\n\n[DECEA3]高度なエンジニアリングLv.5が必要です[-]
MasterChemistMagazine,[DECEA3]雑誌:[-]「マスターケミスト」
MasterChemistMagazineDesc,すべての薬が病気を治すわけではなく、中には命を奪うものさえあります。医学雑誌には、どの薬をどの薬と混ぜても良いか、混ぜてはいけないかといった記事がよく掲載されています。実験のための広大な分野です。\n\n十分な数の記事を集めれば、新しい実験薬を開発できるようになります。
MasterDemolitionistName,マスターデモリショニスト
MasterDemolitionistDesc,製作スキル[DECEA3]爆発物Lv.100[-]では、[DECEA3]マスターデモリショニスト[-]マガジンを製作できます。\nこれらのマガジンを読むと、新しいタイプの爆発物と高度なグレネードランチャーがアンロックされます。
MasterRoboticsName,マスターロボティクス
MasterRoboticsDesc,製作スキル[DECEA3]ロボット工学Lv.100[-]では、[DECEA3]ロボット工学マスター[-]雑誌を作成できます。これらの雑誌を読むことで、ロボットハンマーやオートタレットをアップグレードしたり、それらの改造を作成したりすることができます。
MasterBuilderName,マスタービルダー
MasterBuilderDesc,製作スキル[DECEA3]修理ツールLv.50[-]では、[DECEA3]建築マスター[-]雑誌を作成できます。これらの雑誌を読むと、新しい装飾要素がアンロックされます。
MasterTrapsName,マスタートラップ
MasterTrapsDesc,製作スキル[DECEA3]トラップLv.75[-]では、[DECEA3]トラップマスター[-]雑誌を作成できます。これらの雑誌を読むことで、新しいトラップを作成できます。
MasterChemistName,マスター化学者
MasterChemistDesc,製作スキル[DECEA3]医薬品Lv.75[-]では、[DECEA3]マスターケミスト[-]雑誌を作成できます。これらの雑誌を読むことで、新しい化学物質を作成できます。
masterToolsT1-8,[FFB800]«ユニーク»[-]強化パーツMOD
masterToolsT1-9,[FFB800]«ユニーク»[-]細長いコアMOD
masterToolsT1-10,[FFB800]«ユニーク»[-]外科用ブレードMOD
masterToolsT1-11,[FFB800]«ユニーク»[-]強化メカニズムMOD
masterToolsT1-12,[FFB800]«ユニーク»[-]高速メカニズムMOD
masterToolsT1-13,[FFB800]«ユニーク»[-]スペアボルトボックスモッド
masterToolsT1-14,[FFB800]«ユニーク»[-]ラッキー採掘MOD
masterworkstationsT2-4,ティア2:[DECEA3]«改良»[-]ツール[DECEA3]ワークベンチ[-]
masterworkstationsT5-1,ティア5:[DECEA3]«改良»[-]化学ステーション
masterworkstationsT5-2,ティア5:堆肥箱[DECEA3]化学薬品ステーション[-]
masterworkstationsT5-3,ティア5:化学薬品フラスコ[DECEA3]化学薬品ステーション[-]
masterworkstationsT5-4,ティア5:処理アクセラレータ[DECEA3]化学ステーション[-]
MasterTrapsT1-1,ティア1:[DECEA3]«改良»[-]ブレードトラップ
MasterTrapsT1-2,ティア1:[DECEA3]«改良»[-]電気柵支柱
MasterTrapsT1-3,ティア1:[FF6666]«実験的»[-]ブレードトラップ
MasterTrapsT1-4,ティア1:[FF6666]«実験的»[-]電気柵支柱
MasterTrapsT2-1,ティア2:オートタレット.44
MasterTrapsT2-2,ティア2:7.62mmオートタレット
MasterTrapsT2-3,ティア2:9mmオートタレット[DECEA3]«改良»[-]
MasterTrapsT2-4,ティア2:オートタレット.44[DECEA3]«改良»[-]
MasterTrapsT2-5,ティア2:オートタレット7.62mm[DECEA3]«改良»[-]
MasterTrapsT2-6,ティア2:ショットガンオートタレット[DECEA3]«改良»[-]
MasterTrapsT2-7,ティア2:9mmオートタレット[FF6666]«実験的»[-]
MasterTrapsT2-8,ティア2:オートタレット.44[FF6666]«実験的»[-]
MasterTrapsT2-9,ティア2:オートタレット7.62mm[FF6666]«実験的»[-]
MasterTrapsT2-10,ティア2:ショットガンオートタレット[FF6666]«実験的»[-]
MasterElectricianT4-4,ティア4:発電機[DECEA3]«産業用»[-]
MasterElectricianT4-5,ティア4:[FFB800]«リアクター»[-]パワーバンク
MasterElectricianT5-6,ティア5:[FFB800]«ユニーク»[-]バッテリー強化MOD
MasterElectricianT5-7,ティア5:[FFB800]«ユニーク»[-]高度な電子機器モジュール
MasterElectricianT5-8,ティア5:[FFB800]«ユニーク»[-]エレクトロモッド
MasterVehicleT1-5,ティア1:[FFB800]«ユニーク»[-]車両高度燃料システムモッド
MasterVehicleT1-6,ティア1:[FFB800]«ユニーク»[-]車両用テリブルプラウMOD
MasterVehicleT1-7,ティア1:[FFB800]«ユニーク»[-]車両用テリブルアーマーモッド
MasterVehicleT1-8,ティア1:[FFB800]«ユニーク»[-]車両スーパーチャージャーMOD
MasterArmorT1-4,ティア1:「ユニバーサル」シューズMOD
MasterArmorT1-5,ティア1:[DECEA3]«改良»[-]オタクボーナスMOD
MasterArmorT1-6,ティア1:[FFB800]«ユニーク»[-]OkGoogleMOD
MasterArmorT1-7,ティア1:[FFB800]«ユニーク»[-]スタビライザー・オブ・スタビリティ・モッド
MasterArmorT1-8,ティア1:[FFB800]«ユニーク»[-]最高の靴MOD
MasterArmorT1-9,ティア1:[FFB800]«ユニーク»[-]信頼性の高い巻き上げモッド
MasterArmorT1-10,ティア1:[FFB800]«ユニーク»[-]レーダーモジュール
MasterArmorT1-11,ティア1:[FFB800]«ユニーク»[-]オタクボーナスモッド
medicalT1-3,レベル1:ビタミン
medicalT2-4,レベル2:鎮痛剤
medicalT3-4,ティア3:薬剤«アンチラッド»
MasterChemistT2-1,[FFB800]救助隊員の[-]救急キット
MasterChemistT2-2,蘇生救急キット
MasterChemistT3-1,[DECEA3]刺激剤[-]«均衡»
MasterChemistT3-2,[DECEA3]刺激剤[-]«クリアゲイズ»
MasterChemistT3-3,[DECEA3]刺激剤[-]«照射砲弾»
MasterChemistT4-1,ブースター«経験値»[DECEA3]デイリー[-]
MasterChemistT4-2,ブースター«経験値»[FFB800]プレミアム[-]
MasterChemistT4-3,ブースター«キラー»[DECEA3]デイリー[-]
MasterChemistT4-4,ブースター«キラー»[FFB800]プレミアム[-]
MasterChemistT4-5,ブースター«ブレッドウィナー»[DECEA3]デイリー[-]
MasterChemistT4-6,ブースター«ブレッドウィナー»[FFB800]プレミアム[-]
MasterMachineGunsT3-4,ティア3:[FFB800]«ユニーク»[-]マシンガンパーツMOD
MasterMachineGunsT3-5,ティア3:[FFB800]«ユニーク»[-]ドラムマガジンモッド
MasterMachineGunsT3-6,ティア3:[FFB800]«ユニーク»[-]ガンブースターMOD
MasterShotgunT3-4,ティア3:[FFB800]«ユニーク»[-]ショットガンパーツMOD
MasterShotgunT3-5,ティア3:[FFB800]«ユニーク»[-]フォアグリップモッド
MasterShotgunT3-6,ティア3:[FFB800]«ユニーク»[-]クリップル・エム・モッド
MasterHandgunsT3-4,ティア3:[FFB800]«ユニーク»[-]ピストルパーツ改造
MasterHandgunsT3-5,ティア3:[FFB800]«ユニーク»[-]マガジンエクステンダーMOD
MasterHandgunsT3-6,ティア3:[FFB800]«ユニーク»[-]放射能除去モジュール
MasterRifleT3-5,ティア3:[FFB800]«ユニーク»[-]ライフルパーツMOD
MasterRifleT3-6,ティア3:[FFB800]«ユニーク»[-]バイポッドモッド
MasterRifleT3-7,ティア3:[FFB800]«ユニーク»[-]サイレンサーMOD
MasterRifleT3-8,ティア3:[FFB800]«ユニーク»[-]ダメージ蓄積モジュール
MasterRoboticsT3-1,ティア3:[DECEA3]«改良»[-]砲塔パーツMOD
MasterRoboticsT3-2,ティア3:[DECEA3]«改良»[-]リアクターアンプリファイアーモッド
MasterRoboticsT3-3,ティア3:[DECEA3]«改良»[-]ヘビーチップモッド
MasterRoboticsT3-4,ティア3:[DECEA3]«改良»[-]巨大補給モッド
MasterRoboticsT3-5,ティア3:[FFB800]«ユニーク»[-]砲塔パーツMOD
MasterRoboticsT3-6,ティア3:[FFB800]«ユニーク»[-]リアクターアンプリファイアーモッド
MasterRoboticsT3-7,ティア3:[FFB800]«ユニーク»[-]ヘビーチップモッド
MasterRoboticsT3-8,ティア3:[FFB800]«ユニーク»[-]巨大補給モッド
MasterBuilderT2-1,[FFCEF0]装飾:[-]車両からの強化
MasterBuilderT2-2,[FFCEF0]装飾:[-]ガレージ
MasterBuilderT2-3,[FFCEF0]装飾:[-]道路標識
MasterBuilderT2-4,[FFCEF0]装飾:[-]お店の看板
MasterBuilderT2-5,[FFCEF0]装飾:[-]バナー
MasterBuilderT2-6,[FFCEF0]装飾:[-]小型車両
MasterBuilderT2-7,[FFCEF0]装飾:[-]エレクトロニクス
MasterBuilderT2-8,[FFCEF0]装飾:[-]大型車両
MasterBuilderT3-1,[DECEA3]ストレージ:[-]強化チェスト
MasterBuilderT3-2,[DECEA3]ストレージ:[-]資源の山
MasterBuilderT3-3,[DECEA3]ストレージ:[-]ボックス
MasterBuilderT3-4,[DECEA3]ストレージ:[-]強化チェスト
MasterBuilderT3-5,[DECEA3]ストレージ:[-]ユニバーサル
MasterBuilderT3-6,[DECEA3]ストレージ:[-]大型強化チェスト
craftingRepairToolsT3-1,[DECEA3]デザイン:[-]木製プラットフォーム
craftingRepairToolsT3-2,[DECEA3]デザイン:[-]鉄板
craftingRepairToolsT3-3,[DECEA3]デザイン:[-]タープフェンス
craftingRepairToolsT3-4,[DECEA3]デザイン:[-]木の杭
craftingRepairToolsT3-5,[DECEA3]デザイン:[-]大きなテント
MasterKitchenT1-1,[DECEA3]スーパーエリクサー:[-]クエストランナー
MasterKitchenT1-2,[DECEA3]スーパーエリクサー:[-]マイナーマスター
MasterKitchenT1-3,[DECEA3]スーパーエリクサー:[-]近接攻撃マスター
MasterKitchenT1-4,[DECEA3]スーパーエリクサー:[-]貿易の達人
MasterKitchenT1-5,[DECEA3]スーパーエリクサー:[-]ホードエキスパート
MasterKitchenT2-1,[DECEA3]ベーカリー:[-]«アトムジャンキーズ»
MasterKitchenT2-2,[DECEA3]ベーカリー:[-]«コバートキャッツ»
MasterKitchenT2-3,[DECEA3]ベーカリー:[-]«アイキャンディ»
MasterKitchenT2-4,[DECEA3]ベーカリー:[-]«ハッカー»
MasterKitchenT2-5,[DECEA3]ベーカリー:[-]«ヘルスバー»
MasterKitchenT2-6,[DECEA3]ベーカリー:[-]«ジェイルブレーカーズ»
MasterKitchenT2-7,[DECEA3]ベーカリー:[-]«オタクのタッツ»
MasterKitchenT2-8,[DECEA3]ベーカリー:[-]«オー・シッツ・ドロップス»
MasterKitchenT2-9,[DECEA3]ベーカリー:[-]«ロックバスターズ»
MasterKitchenT2-10,[DECEA3]ベーカリー:[-]«スカルクラッシャーズ»
MasterKitchenT2-11,[DECEA3]ベーカリー:[-]«シュガーバット»
MasterKitchenT3,[5AFF75]スモール:[-]ランチセット
MasterKitchenT4,[8692FF]中:[-]ランチセット
MasterKitchenT5,[FFB800]ビッグ:[-]セットランチ
craftingFoodT5-1,パスタ缶
craftingFoodT5-2,チリ缶
craftingFoodT5-3,エンドウ豆の缶詰
craftingFoodT5-4,ツナ缶
craftingFoodT5-5,サーモン缶
craftingFoodT5-6,ストック缶
